Code station	Nom station	Secteur de la station	AASQA	Code ZAS	Nom ZAS	Type ZAS	Région	Code commune	Commune	Population commune	Unité urbaine	Population unité urbaine	Type unité urbaine	Latitude	Longitude	NO2	PM10	PM2.5	SO2	O3	C6H6	CO	As dans les  PM10	BaP dans les PM10	Cd dans les PM10	Ni dans les PM10	Pb dans les PM10
FR82005	Montfaucon	périurbaine	ATMO BOURGOGNE-FRANCHE-COMTE	FR27ZAR03	ZAR BESANCON	ZAR	BOURGOGNE-FRANCHE-COMTE	25395	 MONTFAUCON 	1574	 BESANÇON 	138691	agglomération	47,23461	6,076472					fond							
FR82006	Besancon Prevoyance	urbaine	ATMO BOURGOGNE-FRANCHE-COMTE	FR27ZAR03	ZAR BESANCON	ZAR	BOURGOGNE-FRANCHE-COMTE	25056	 BESANÇON 	116775	 BESANÇON 	138691	agglomération	47,2474	6,015419	fond	fond	fond		fond							
FR82010	Montbéliard centre	urbaine	ATMO BOURGOGNE-FRANCHE-COMTE	FR27ZAR01	ZAR BELFORT-MONTBELIARD	ZAR	BOURGOGNE-FRANCHE-COMTE	25388	 MONTBÉLIARD 	25809	 MONTBÉLIARD 	113057	agglomération	47,510307	6,794	fond	fond	fond		fond							
FR82012	Dambenois Citoyen	périurbaine	ATMO BOURGOGNE-FRANCHE-COMTE	FR27ZAR01	ZAR BELFORT-MONTBELIARD	ZAR	BOURGOGNE-FRANCHE-COMTE	25188	 DAMBENOIS 	752	 CHÂTENOIS-LES-FORGES 	4727	agglomération	47,538193	6,868361					fond							
FR82020	Belfort Octroi	urbaine	ATMO BOURGOGNE-FRANCHE-COMTE	FR27ZAR01	ZAR BELFORT-MONTBELIARD	ZAR	BOURGOGNE-FRANCHE-COMTE	90010	 BELFORT 	46954	 BELFORT 	79364	agglomération	47,640667	6,859278	trafic	trafic										
FR82030	Montandon Baresans	rurale nationale	ATMO BOURGOGNE-FRANCHE-COMTE	FR27ZRE01	ZR BOURGOGNE-FRANCHE-COMTE	ZRE	BOURGOGNE-FRANCHE-COMTE	25387	 MONTANDON 	395	 COMMUNES HORS UNITÉ URBAINE DU DÉPARTEMENT 25 	187195	rurale	47,29464	6,825861		fond			fond							
FR82040	Dole centre	urbaine	ATMO BOURGOGNE-FRANCHE-COMTE	FR27ZRE01	ZR BOURGOGNE-FRANCHE-COMTE	ZRE	BOURGOGNE-FRANCHE-COMTE	39198	 DOLE 	23770	 DOLE 	30490	agglomération	47,09672	5,496389	fond	fond			fond							
FR82041	Tavaux	rurale près des villes	ATMO BOURGOGNE-FRANCHE-COMTE	FR27ZRE01	ZR BOURGOGNE-FRANCHE-COMTE	ZRE	BOURGOGNE-FRANCHE-COMTE	39526	 TAVAUX 	3938	 TAVAUX 	7299	agglomération	47,04261	5,400897	industrielle			industrielle								
FR82042	Damparis	rurale près des villes	ATMO BOURGOGNE-FRANCHE-COMTE	FR27ZRE01	ZR BOURGOGNE-FRANCHE-COMTE	ZRE	BOURGOGNE-FRANCHE-COMTE	39189	 DAMPARIS 	2662	 TAVAUX 	7299	agglomération	47,06564	5,415028	industrielle			industrielle								
FR82043	Chatenois	périurbaine	ATMO BOURGOGNE-FRANCHE-COMTE	FR27ZRE01	ZR BOURGOGNE-FRANCHE-COMTE	ZRE	BOURGOGNE-FRANCHE-COMTE	39121	 CHÂTENOIS 	401	 COMMUNES HORS UNITÉ URBAINE DU DÉPARTEMENT 39 	138489	rurale	47,14725	5,556117		industrielle		industrielle								
FR82050	Lons-le-Saunier CV	urbaine	ATMO BOURGOGNE-FRANCHE-COMTE	FR27ZRE01	ZR BOURGOGNE-FRANCHE-COMTE	ZRE	BOURGOGNE-FRANCHE-COMTE	39300	 LONS-LE-SAUNIER 	17320	 LONS-LE-SAUNIER 	26700	agglomération	46,671307	5,556806		fond	fond		fond							
FR82060	Vesoul Pres Caillet	urbaine	ATMO BOURGOGNE-FRANCHE-COMTE	FR27ZRE01	ZR BOURGOGNE-FRANCHE-COMTE	ZRE	BOURGOGNE-FRANCHE-COMTE	70550	 VESOUL 	14973	 VESOUL 	28507	agglomération	47,62	6,157611		fond			fond							
FR82070	Baume-les-Dames	urbaine	ATMO BOURGOGNE-FRANCHE-COMTE	FR27ZRE01	ZR BOURGOGNE-FRANCHE-COMTE	ZRE	BOURGOGNE-FRANCHE-COMTE	25047	 BAUME-LES-DAMES 	4977	 BAUME-LES-DAMES 	4977	agglomération	47,351288	6,359722	trafic	trafic	trafic									
